Index,Requirement,Ground Truth,Response
9280,"Always ensure that (prop_3) holds true, or make sure that (prop_1) does not happen while (prop_2) happens.",(!prop_1 & prop_2) | G prop_3,G(prop_3 | !(prop_1 & prop_2))
9281,"Globally , if ( prop_1 ) , or ( prop_2 ) then the following condition is true : ( prop_3 ) .",G((prop_1 | prop_2) -> G prop_3),G((prop_1 | prop_2) -> prop_3)
9283,go through the red or the blue_room to get to the green_room,F((blue_room | red_room) & F green_room),! (red_room | blue_room) | F ((red_room | blue_room) & F green_room)
9284,"when when possible visit flag , collect pear",F visit_flag -> collect_pear,G(visit_flag -> F collect_pear)
9287,don't ( prop_1 ) or don't ( prop_2 ),!(prop_1 | !prop_2),!prop_1 | !prop_2
9289,never ( prop_1 ) or at any time ( prop_2 ),G(!prop_1 | F prop_2),G(!prop_1 ) | F(prop_2 )
9290,at any time ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2),G(prop_1 & prop_2)
9293,"If you do not do (prop_2), then do either (prop_3) or (prop_1) .",!prop_2 -> (prop_1 | prop_3),G(!prop_2 -> (prop_3 | prop_1))
9294,"(prop_3) is equivalent to (prop_2), or (prop_1) is false .",!prop_1 | (prop_2 <-> prop_3),G((prop_3 <-> prop_2) | ! prop_1)
9295,"If (prop_1) or (prop_2) happens, then keep it until (prop_3) doesn't happen .",(prop_1 | prop_2) U !prop_3,G((prop_1 | prop_2) -> ((prop_1 | prop_2) U !prop_3))
9297,"The scenario that ( prop_3 ) or ( prop_1 ) should always be detected, or the scenario that ( prop_2 ) should be detected .",prop_2 | G(prop_1 | prop_3),G(prop_3 | prop_1) | F(prop_2)
9299,"If you do (prop_2) and observe (prop_3), then this is the same as if you had done (prop_1) or (prop_4) .",(prop_2 & prop_3) <-> (prop_1 | prop_4),G((prop_2 & prop_3) <-> (prop_1 | prop_4))
9300,"Make sure (prop_3) happens eventually, and if (prop_2) happens in the meantime, then also make sure (prop_1) happens .",(prop_2 -> prop_1) & F prop_3,F(prop_3 ) & G(prop_2 -> F(prop_1 ))
9302,when possible ( prop_1 ) and repeatedly ( prop_2 ),F(prop_1 & GF prop_2),G(prop_1 -> F(prop_1)) & GF(prop_2)
9305,If at some point ( prop_3 ) or ( prop_2 ) and also ( prop_4 ) then ( prop_1 ) .,(prop_4 & (prop_2 | prop_3)) -> prop_1,F((prop_3 | (prop_2 & prop_4)) -> prop_1)
9306,"Globally , while ( prop_1 ) , and ( prop_3 ) , then the following condition holds : for each time point in the future until the end of the simulation , ( prop_2 ) .",G((prop_1 & prop_3) -> GF prop_2),G((prop_1 & prop_3) -> G(prop_2))
9307,"if always ( prop_1 ) , at any time ( prop_2 )",G prop_1 -> F prop_2,G(prop_1 ) -> G(prop_2 )
9308,at any time make_way_for tree or always touch flag,F make_way_for_tree | G touch_flag,G(make_way_for_tree | touch_flag)
9310,"It is always the case that whenever ( prop_3 ) , and the event that ( prop_2 ) gets observed then in response simultaneously the scenario that ( prop_1 ) ought not to be observed .",G((prop_2 & prop_3) -> prop_1),G((prop_3 & prop_2) -> !prop_1)
9316,"Until (prop_2) doesn't happen, keep the scenario in which (prop_3) is equivalent to the scenario in which (prop_1) happens .",(prop_2 <-> prop_3) U !prop_1,(prop_3 <-> prop_1) U prop_2
9317,when possible ( prop_1 ) until at any time ( prop_2 ),F(prop_1 U F prop_2),prop_1 U (G prop_2)
9318,avoid the yellow_rooms on your way into the green_rooms,F green_room & G!yellow_room,!yellow_room U green_room
9320,"You should either keep (prop_3) true eventually or if (prop_2), make sure (prop_1) is also true .",(prop_2 -> prop_1) | F prop_3,F(prop_3 ) | G(prop_2 -> prop_1 )
9324,Do prop_1 but not do prop_2,prop_1 & !prop_2,G(prop_1 & !prop_2)
9325,"If (prop_4) occurs and continues until (prop_2), then either (prop_3) or (prop_1) should also occur .",(prop_4 U prop_2) -> (prop_1 | prop_3),G((prop_4 U prop_2) -> F(prop_3 | prop_1))
9327,when possible ( prop_1 ) can infer that do not ( prop_2 ),F prop_1 -> !prop_2,G(prop_1 -> !prop_2)
9329,repeatedly go_to apple trashcan or whenever visit trash bin,GF go_to_apple_trashcan | F visit_trash_bin,GF(go_to_apple_trashcan ) | G(visit_trash_bin -> F(go_to_apple_trashcan ))
9331,It is always the case that if ( prop_1 ) then the following condition is true : ( prop_2 ) .,G(prop_1 -> F prop_2),G(prop_1 -> prop_2)
9332,"If (prop_1), (prop_3) and (prop_2) as well.",prop_1 -> (prop_2 & prop_3),G(prop_1 -> (prop_3 & prop_2))
9334,( prop_1 ) until whenever ( prop_2 ),prop_1 U F prop_2,prop_1 U prop_2
9335,"If ( prop_2 ) or ( prop_3 ) happens , then ( prop_1 ) does not happen .",(prop_2 | prop_3) -> !prop_1,G((prop_2 | prop_3) -> !prop_1)
9336,"first, at a certain moment the constructor creates instances or an elevator is blocked, and then, sooner or later the train has arrived",G!(constructor_creates_instances | elevator_is_blocked) | F((constructor_creates_instances | elevator_is_blocked) & F train_has_arrived),! (constructor_creates_instances | elevator_is_blocked) | F ((constructor_creates_instances | elevator_is_blocked) & F train_has_arrived)
9337,visit tree and at any time be_at house,visit_tree & F be_at_house,F(visit_tree ) & G(be_at_house )
9346,Persistently take crate 4 from warehouse 3 to store 9 while consistently visiting charger 3,GF(warehouse_3 & F(p_crate_4 & F(pd & store_9))) & GF charger_3,G(p_crate_4 & warehouse_3 & F(store_9) & charger_3)
9350,every time the motorbike is driven or the escalator speeds up then it will not happen that the train derails or the motorbike falls down,G((escalator_speeds_up | motorbike_is_driven) -> G!(motorbike_falls_down | train_derails)),G((motorbike_is_driven | escalator_speeds_up) -> ! (train_derails | motorbike_falls_down))
9351,repeatedly ( prop_1 ) until at some time ( prop_2 ),G(F prop_1 U F prop_2),prop_1 U prop_2
9352,never drop pear until whenever travel_to house,G!drop_pear U F travel_to_house,!drop_pear U travel_to_house
9354,"If you detect (prop_2) and (prop_3), then you should do (prop_4) and (prop_1) .",(prop_2 & prop_3) -> (prop_1 & prop_4),G((prop_2 & prop_3) -> F(prop_4 & prop_1))
9356,whenever ( prop_1 ) until ( prop_2 ),F(prop_1 U prop_2),G(prop_1 U prop_2)
9358,"If get_help holds, then in the next step change light_west green persists until change light_north red holds, or else change light_west green holds forever.",get_help -> X((change_light_west_green U change_light_north_red) | G change_light_west_green),G(get_help -> (X(change_light_west_green U change_light_north_red) | G(change_light_west_green)))
9360,If ( prop_2 ) is equivalent to ( prop_3 ) and also ( prop_1 ) .,prop_1 & (prop_2 <-> prop_3),G((prop_2 <-> prop_3) & prop_1)
9361,"eventually, the bar is down or the constructor instantiate objects after a train has arrived",G(train_has_arrived -> F(bar_is_down | constructor_instantiate_objects)),F(bar_is_down | (train_has_arrived -> F(constructor_instantiate_objects)))
9362,"Whenever get_help and communicate the safe_rescuer are equal, communicate the safe_rescuer and avoid the nearest_unstable_beam are equal as well.",G((communicate_safe_rescuer <-> get_help) -> (avoid_nearest_unstable_beam <-> communicate_safe_rescuer)),G((get_help & communicate_safe_rescuer) -> (communicate_safe_rescuer & avoid_nearest_unstable_beam))
9364,when possible ( prop_1 ) means that ( prop_2 ),F prop_1 -> prop_2,G(prop_1 -> prop_2)
9365,"Until (prop_3) and (prop_1) happen at the same time, if (prop_4) happens then (prop_2) should also happen .",(prop_3 -> prop_1) U (prop_2 & prop_4),(! (prop_3 & prop_1)) U (prop_4 -> prop_2)
9366,repeatedly ( prop_1 ) and at any time ( prop_2 ),G(F prop_1 & F prop_2),GF(prop_1 ) & G(prop_2 )
9367,"Eventually, do (prop_3), and if (prop_1) happens, then also do (prop_2).",(prop_1 -> prop_2) & F prop_3,F(prop_3 ) & G(prop_1 -> F(prop_2 ))
9370,"(prop_2) is not the case, and (prop_3) is equivalent to (prop_1) .",!prop_2 & (prop_1 <-> prop_3),G(!prop_2 & (prop_3 <-> prop_1))
9371,at some time go_by waste basket or secure apple,secure_apple | F go_by_waste_basket,F(go_by_waste_basket | secure_apple)
9374,"Whenever neither search the baseball_glove nor deliver the spoon to the shelf holds, get_help eventually holds.",G(!(deliver_spoon_shelf & search_baseball_glove) -> F get_help),G((!search_baseball_glove & !deliver_spoon_shelf) -> F get_help)
9376,"first, at some point the bridge closes, and then, it is going to happen that either the manager collect claims or the constructor creates instances",G!bridge_closes | F(bridge_closes & F(constructor_creates_instances | manager_collect_claims)),!bridge_closes | F(bridge_closes & F(manager_collect_claims | constructor_creates_instances))
9377,always ( prop_1 ) or whenever ( prop_2 ),G(prop_1 | F prop_2),G(prop_1 ) | G(prop_2 -> prop_2 )
9379,at any time ( prop_1 ) and forever ( prop_2 ),F(prop_1 & G prop_2),G(prop_1 & G prop_2)
9380,"first, finally, a bridge closes, and then, it is going to happen that either the bar is closing or the brake is pressed",G!bridge_closes | F(bridge_closes & F(bar_is_closing | brake_is_pressed)),!bridge_closes | F(bridge_closes & F(bar_is_closing | brake_is_pressed))
9382,Both (prop_1) and (prop_3) happen if and only if (prop_2) does not happen.,!prop_2 <-> (prop_1 & prop_3),G((prop_1 & prop_3) <-> !prop_2)
9383,( prop_1 ) and whenever ( prop_2 ),prop_1 & F prop_2,prop_1 & G(prop_2 -> prop_2)
9384,"If (prop_1) does not happen, then keep (prop_3) until (prop_2) happens .",!prop_1 -> (prop_3 U prop_2),G(!prop_1 -> (prop_3 U prop_2))
9385,"If (prop_4) and (prop_3) are both true, and if (prop_2), then make (prop_1) true .",prop_3 & prop_4 & (prop_2 -> prop_1),G((prop_4 & prop_3 & prop_2) -> prop_1)
9386,travel_to tree and when possible grab apple,travel_to_tree & F grab_apple,G(travel_to_tree & F grab_apple)
9387,(prop_1),F prop_1,G(prop_1 )
9390,whenever ( prop_1 ) and at some time ( prop_2 ),F(prop_1 & F prop_2),G(prop_1 -> F prop_2)
9391,"Always make sure that ( prop_1 ) happens, and also ensure that both ( prop_2 ) and ( prop_3 ) are true simultaneously.",prop_2 & prop_3 & G prop_1,G(prop_1 & (prop_2 & prop_3))
9392,when possible journey_by house or always go_by trash can,F journey_by_house | G go_by_trash_can,G(journey_by_house | go_by_trash_can)
9394,"For all time, (prop_3) is true, and at the same time, (prop_1) and (prop_2) are both true .",prop_1 & prop_2 & G prop_3,G(prop_3 & prop_1 & prop_2)
9396,at some time ( prop_1 ) or never ( prop_2 ),F(prop_1 | G!prop_2),F prop_1 | G ! prop_2
9397,It is okay if either (prop_2) and (prop_3) or just (prop_1) finally happen .,(prop_2 & prop_3) | F prop_1,F((prop_2 & prop_3) | prop_1)
9400,repeatedly ( prop_1 ) or at some time ( prop_2 ),G(F prop_1 | F prop_2),GF(prop_1 ) | F(prop_2 )
9404,enter red_room through green_room,F(green_room & F red_room),!green_room | F(green_room & F(red_room))
9405,always go_by trash can or when possible grab apple,G go_by_trash_can | F grab_apple,G(go_by_trash_can | F grab_apple)
9407,when possible ( prop_1 ) and when possible ( prop_2 ),F(prop_1 & F prop_2),G(prop_1 & prop_2)
9408,"Whenever record the jaywalker on northwest_3rd_street and change light_north green are equal, change light_north green and change light_west red are equal as well.",G((change_light_north_green <-> record_jaywalker_northwest_3rd_street) -> (change_light_north_green <-> change_light_west_red)),G((record_jaywalker_northwest_3rd_street & change_light_north_green) -> (change_light_north_green & change_light_west_red))
9409,If ( prop_1 ) is not equivalent to ( prop_2 ) then ( prop_3 ) .,!(prop_1 <-> prop_2) -> prop_3,G(!(prop_1 <-> prop_2) -> prop_3)
9410,"If (prop_3) occurs, then keep it true until (prop_2), or else do not do (prop_1) .",!prop_1 | (prop_3 U prop_2),G(prop_3 -> ((prop_3 U prop_2) | G(!prop_1)))
9412,"The scenario in which ( prop_2 ) happens and then ( prop_1 ) , is equivalent to ( prop_3 ) .",prop_3 <-> (prop_2 -> prop_1),(F(prop_2 & F prop_1)) <-> prop_3
9416,( prop_1 ) and whenever ( prop_2 ),prop_1 & F prop_2,prop_1 & G(prop_2 -> prop_2)
9418,"If (prop_1) is equivalent to (prop_3), then ensure (prop_2) happens soon .",(prop_1 <-> prop_3) -> F prop_2,G((prop_1 <-> prop_3) -> F(prop_2 ))
9420,"first, at a certain moment either the engine breaks or the manager handles requests, and then, sooner or later both the escalator speeds up and the bridge opens",G!(engine_breaks | manager_handles_requests) | F((engine_breaks | manager_handles_requests) & F(bridge_opens & escalator_speeds_up)),!((engine_breaks | manager_handles_requests)) | F((engine_breaks | manager_handles_requests) & F(escalator_speeds_up & bridge_opens))
9421,"first, eventually, both a table is old and the bar has to be repaired, and then, sooner or later a bridge closes",G!(bar_has_to_be_repaired & table_is_old) | F(bar_has_to_be_repaired & table_is_old & F bridge_closes),! (table_is_old & bar_has_to_be_repaired) | F ((table_is_old & bar_has_to_be_repaired) & F (bridge_closes))
9422,"You will see (prop_4) and (prop_2), and do (prop_3) until (prop_1) .",prop_2 & prop_4 & (prop_3 U prop_1),F((prop_4 & prop_2) & (prop_3 U prop_1))
9424,Retrieve luggage 2 and deliver it to room 402,F(p_luggage_2 & F(pd & room_402)),F(p_luggage_2 & F(room_402))
9426,"For each time instant in the coming  time units if ( prop_3 ) then ( prop_1 ) , the above condition should be equivalent to ( prop_2 ) .",prop_2 <-> G(prop_3 -> prop_1),G((prop_3 -> prop_1) <-> prop_2)
9427,The scenario where ( prop_1 ) and ( prop_2 ) both happen is equivalent to the scenario where ( prop_4 ) and ( prop_3 ) both happen.,(prop_1 & prop_2) <-> (prop_3 & prop_4),G((prop_1 & prop_2) <-> (prop_4 & prop_3))
9431,"For each time instant ( prop_3 ) is equivalent to ( prop_1 ) , or else ( prop_2 ) .",prop_2 | G(prop_1 <-> prop_3),G((prop_3 <-> prop_1) | prop_2)
9432,whenever the elevator is open or the bar is closing then it will not happen that both the motorbike catches fire and a bridge opens,G((bar_is_closing | elevator_is_open) -> G!(bridge_opens & motorbike_catches_fire)),G((elevator_is_open | bar_is_closing) -> !(motorbike_catches_fire & bridge_opens))
9433,"Return to base must hold until get_help does, or else go_home holds forever.",(go_home U get_help) | G go_home,(return_to_base U get_help) | G go_home
9434,"when ( prop_1 ) , ( prop_2 )",prop_1 -> prop_2,G(prop_1 -> prop_2)
9435,"While staying out of street 4, pickup package 8 from store 7 and deliver it to house 2",G!street_4 & F(store_7 & F(p_package_8 & F(house_2 & pd))),(!street_4 ) U (p_package_8 & store_7 & F(pd & house_2 ))
9436,forever ( prop_1 ) until at any time ( prop_2 ),G(prop_1 U F prop_2),prop_1 U F prop_2
9437,grip apple until whenever venture flag,grip_apple U F venture_flag,grip_apple U venture_flag
9438,"Make sure that if (prop_3) then (prop_2), and eventually do (prop_1) .",(prop_3 -> prop_2) & F prop_1,G(prop_3 -> prop_2) & F(prop_1 )
9443,when possible advance_to house until repeatedly go_to waste basket,F advance_to_house U GF go_to_waste_basket,G(advance_to_house U go_to_waste_basket)
9444,whenever going_to house until when possible tax apple,F going_to_house U F tax_apple,G(going_to_house U tax_apple)
9446,at any time come home or never drop apple,F come_home | G!drop_apple,G(come_home | G(!drop_apple))
9449,"If at some point ( prop_2 ) or ( prop_4 ) is detected and this scenario continues until at some other point ( prop_1 ) is detected , then ( prop_3 ) .",((prop_2 | prop_4) U prop_1) -> prop_3,G(((prop_2 | prop_4) U prop_1) -> prop_3)
9450,never drop apple or when possible get apple,G!drop_apple | F get_apple,G(!drop_apple) | G(F get_apple)
9451,"Globally , whenever the transition action that ( prop_3 ) occurs then all of the following conditions hold : immediately ( prop_1 ) , or simultaneously ( prop_2 ) .",G(prop_3 -> (prop_1 | prop_2)),G(prop_3 -> (X prop_1 | prop_2))
9452,"In the case of ( prop_2 ) or ( prop_1 ), then in response ( prop_3 ) and the transition action ( prop_4 ) must be observed at the same time.",G((prop_1 | prop_2) -> (prop_3 & prop_4)),G((prop_2 | prop_1) -> F(prop_3 & prop_4))
9453,never let_go and when possible set_out_to house,G!let_go & F set_out_to_house,G(!let_go) & G(F set_out_to_house)
9455,If it is not the case that ( prop_2 ) and ( prop_1 ) then ( prop_3 ) .,!(prop_1 & prop_2) -> prop_3,G(!(prop_2 & prop_1) -> prop_3)
9456,"Globally , while the event that ( prop_3 ) does not happen , then all of the following conditions hold : ( prop_2 ) , and until then ( prop_1 ) .",G(prop_3 -> (prop_2 U prop_1)),G(!prop_3 -> (prop_2 & (prop_1 U prop_3)))
9457,Ensure you never go to street 3 while traveling to building 4,G!street_3 & F building_4,G(!street_3 | !building_4)
9464,"If ( prop_2 ) happens and continues to happen until ( prop_1 ) , or ( prop_4 ) , then the above condition  is equivalent to ( prop_3 ) .",prop_3 <-> (prop_4 | (prop_2 U prop_1)),G(((prop_2 U prop_1) | prop_4) <-> prop_3)
