Index,Requirement,Ground Truth,Response,Equivalent
10883,"In the case ( prop_1 ) , and ( prop_2 ) then all of the following conditions hold : at a certain time point in the future before the end of the simulation eventually ( prop_3 ) .",G((prop_1 & prop_2) -> F prop_3),(prop_1 & prop_2) -> F prop_3,False
10884,at the red_room,F red_room,red_room,False
10885,"It is always the case that everytime when ( prop_2 ) , or ( prop_3 ) then the following condition is true : ( prop_1 ) .",G((prop_2 | prop_3) -> prop_1),G((prop_2 | prop_3) -> prop_1),True
10886,whenever bring pear or never drop apple,F bring_pear | G!drop_apple,G(bring_pear | G(!drop_apple)),False
10887,"Everytime when ( prop_1 ) , and ( prop_3 ) then the following condition holds : ( prop_2 ) and this scenario has to consistently last in the future till the execution ends .",G((prop_1 & prop_3) -> G prop_2),G((prop_1 & prop_3) -> G(prop_2)),True
10888,"if forever ( prop_1 ) , ( prop_2 )",G prop_1 -> prop_2,G(prop_1) -> prop_2,True
10889,forever move and whenever go_past flag,G move & F go_past_flag,G(move & (go_past_flag -> go_past_flag)),False
10890,"In the case ( prop_3 ) and ( prop_2 ) , then ultimately after a certain time point in the future before the end of the simulation ( prop_1 ) .",G((prop_2 & prop_3) -> FG prop_1),(prop_3 & prop_2) -> F prop_1,False
10891,"Whenever photo the jaywalker on north_2nd_street holds, record the car on west_9th_street holds as well.",G(photo_jaywalker_north_2nd_street -> record_car_west_9th_street),G(photo_jaywalker_north_2nd_street -> record_car_west_9th_street),True
10892,whenever ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2),G((prop_1 | prop_2) -> (prop_1 | prop_2)),False
10893,"Globally , whenever the event that ( prop_3 ) does not get detected , then the following condition is true : the event that ( prop_1 ) must get observed promptly , or ( prop_2 ) .",G(prop_3 -> (prop_1 | prop_2)),G(!prop_3 -> (X prop_1 | prop_2)),False
10894,forever ( prop_1 ) or at any time ( prop_2 ),G(prop_1 | F prop_2),G(prop_1) | F(prop_2),False
10895,"Whenever change light_west yellow holds, from the next step onwards change light_east red will eventually hold.",G(change_light_west_yellow -> XF change_light_east_red),G(change_light_west_yellow -> X F change_light_east_red),True
10896,Go to street_5 and then at building_2 and stay there,F(street_5 & F(building_2 & G building_2)),F(street_5 & F(G building_2)),True
10897,move_to trashcan or never drop orange,move_to_trashcan | G!drop_orange,move_to_trashcan | G !drop_orange,True
10898,( prop_1 ) or repeatedly ( prop_2 ),prop_1 | GF prop_2,prop_1 | GF prop_2,True
10899,"If (prop_4) continues to happen until (prop_3) occurs, then it must be the case that either (prop_1) or (prop_2) happens as well.",(prop_4 U prop_3) -> (prop_1 | prop_2),(prop_4 U prop_3) -> (prop_1 | prop_2),True
10900,Continuously take pictures of locality 7 while ensuring you never visit park 3,GF(locality_7 & photo) & G!park_3,G((photo & locality_7) & !park_3),False
10901,Go to intersection 5 and stay there,FG intersection_5,F G intersection_5,True
10902,Continuously take pictures of intersection 4 at regular intervals,GF(intersection_4 & photo),G(photo & intersection_4),False
10903,at some time go_to trashcan and always hold_on pear,F go_to_trashcan & G hold_on_pear,F(go_to_trashcan & G hold_on_pear),False
10904,"first, sooner or later both the motorbike catches fire and the semaphore is red, and then, at a certain moment both the train stops and the elevator is blocked",G!(motorbike_catches_fire & semaphore_is_red) | F(motorbike_catches_fire & semaphore_is_red & F(elevator_is_blocked & train_stops)),F(motorbike_catches_fire & semaphore_is_red) & F(F(train_stops & elevator_is_blocked)),False
10905,( prop_1 ) or never ( prop_2 ),prop_1 | G!prop_2,prop_1 | G ! prop_2,True
10906,don't ( prop_1 ) or ( prop_2 ),!(prop_1 | prop_2),!(prop_1) | prop_2,False
10907,move through a blue_room and into the green_room,F(blue_room & F green_room),F(blue_room & F green_room),True
10908,"If (prop_2) and (prop_4), then (prop_1) and (prop_3) .",(prop_2 & prop_4) -> (prop_1 & prop_3),(prop_2 & prop_4) -> (prop_1 & prop_3),True
10909,The scenario in which (prop_3) and (prop_2) both happen is equivalent to the scenario in which (prop_1) finally happens .,(prop_2 & prop_3) <-> F prop_1,(prop_3 & prop_2) <-> F prop_1,True
10910,Find your way to hotel 3 and remain there forever,FG hotel_3,F G hotel_3,True
10911,( prop_1 ) until at any time ( prop_2 ),prop_1 U F prop_2,prop_1 U prop_2,False
10912,forever hold_on pear and at any time migrate_to tree,G hold_on_pear & F migrate_to_tree,G(hold_on_pear) & F(migrate_to_tree),True
10913,Make sure you do not (prop_1) until (prop_2).,!prop_1 U prop_2,!prop_1 U prop_2,True
10914,Do not enter buildig 8 until you have reached parking lot 8,!building_8 U parking_lot_8,(!building_8) U parking_lot_8,True
10915,"Wait should always hold, with at most a two-step grace period for recovery.",!G!(idle & X idle),G(wait | X wait | XX wait),False
10916,it will happen that a table is brown and together a train is crossing and a motorbike catches fire,F(motorbike_catches_fire & table_is_brown & train_is_crossing),F(table_is_brown & train_is_crossing & motorbike_catches_fire),True
10917,(prop_2). (prop_1).,prop_1 & prop_2,prop_2 & prop_1,True
10918,"Pick up pass 2 from house 3 and deliver it to office 2, ensuring you do not enter street 5 before retrieving pass 2",F(house_3 & F(p_pass_2 & F(office_2 & pd))) & (!street_5 U p_pass_2),(!street_5 U p_pass_2) & F(p_pass_2 & F(office_2)),False
10919,"During the interval that ( prop_1 ) then in response there will ultimately exist a certain time instant in the future before the simulation ends , at which the scenario that ( prop_2 ) will have to occur .",G(prop_1 -> F prop_2),G(prop_1 -> F prop_2),True
10920,"at some point in time either the train is crossing or the manager collect claims and, sooner or later an elevator falls or the brake is pressed afterwards",G!(manager_collect_claims | train_is_crossing) | F((manager_collect_claims | train_is_crossing) & F(brake_is_pressed | elevator_falls)),F((train_is_crossing | manager_collect_claims) & F(elevator_falls | X brake_is_pressed)),False
10921,visit tree or put_in apple bucket,put_in_apple_bucket | visit_tree,visit_tree | put_in_apple_bucket,True
10922,"In the case ( prop_2 ) or the event that ( prop_3 ) happens , then simultaneously ( prop_1 ) and without any delay the transition action that ( prop_4 ) has to occur .",G((prop_2 | prop_3) -> (prop_1 & prop_4)),(prop_2 | prop_3) -> (prop_1 & X prop_4),False
10923,"It is always the case that when ( prop_1 ) , or ( prop_3 ) , then in response consistently the scenario that ( prop_4 ) must never occur until ultimately ( prop_2 ) .",G((prop_1 | prop_3) -> (prop_4 U prop_2)),G((prop_1 | prop_3) -> (!prop_4 U F prop_2)),False
10924,repeatedly ( prop_1 ) or whenever ( prop_2 ),G(F prop_1 | F prop_2),GF prop_1 | G(prop_2 -> prop_2),False
10925,On condition that ( prop_1 ) or ( prop_4 ) then all of the following conditions hold : ( prop_3 ) or at the same time point ( prop_2 ) .,G((prop_1 | prop_4) -> (prop_2 | prop_3)),(prop_1 | prop_4) -> (prop_3 | prop_2),False
10926,"If ( prop_1 ) and ( prop_2 ) do not happen together , then ( prop_3 ) .",!(prop_1 & prop_2) -> prop_3,!(prop_1 & prop_2) -> prop_3,True
10927,"every time the table is old, the train stops and the bar is down",G(bar_is_down & table_is_old & train_stops),G(table_is_old -> (train_stops & bar_is_down)),False
10928,"While ( prop_1 ) , then in the future before the simulation ends , ( prop_2 ) .",G(prop_1 -> G prop_2),G(prop_1 -> F prop_2),False
10929,"Either keep (prop_4) equivalent to (prop_2), or do (prop_3) until (prop_1) .",(prop_2 <-> prop_4) | (prop_3 U prop_1),(prop_4 <-> prop_2) | (prop_3 U prop_1),True
10930,every time the bar is down or a sensor retrieves data then at any time a semaphore is yellow,G((bar_is_down | sensor_retrieves_data) -> G semaphore_is_yellow),G((bar_is_down | sensor_retrieves_data) -> G semaphore_is_yellow),True
10931,"If you keep (prop_1) true at all times, then you should also make sure that (prop_2) and (prop_3) are both true .",G prop_1 -> (prop_2 & prop_3),G(prop_1) -> (prop_2 & prop_3),True
10932,"Any of the following should happen: (prop_4) or (prop_3), and (prop_1) or (prop_2) .",(prop_3 | prop_4) & (prop_1 | prop_2),(prop_4 | prop_3) & (prop_1 | prop_2),True
10933,"The robot must eventually, avoid returning to base.",F!go_home,F(!go_home),True
10934,"If ( prop_3 ) then ( prop_1 ) , and also ( prop_2 ) .",prop_2 & (prop_3 -> prop_1),(prop_3 -> prop_1) & prop_2,True
10935,always touch flag until at any time move_forward trash can,G touch_flag U F move_forward_trash_can,G(touch_flag U F move_forward_trash_can),False
10936,"after either the bar is down or the house is open, absolutely never, a sensor captures data and the brake is released",G((bar_is_down | house_is_open) -> G!(brake_is_released & sensor_captures_data)),F((bar_is_down | house_is_open) & G(!(sensor_captures_data & brake_is_released))),False
10937,Continue staying in street_4 until you successfully photograph house_1,street_4 U (house_1 & photo),(street_4) U (photo & house_1),True
10938,Ensure building 1 is avoided until reaching street 4.,!building_1 U street_4,(!building_1) U street_4,True
10939,"Globally , everytime when ( prop_2 ) , and ( prop_3 ) , then the condition that uninterruptedly ( prop_1 ) ought n't to be true .",G((prop_2 & prop_3) -> !G prop_1),G((prop_2 & prop_3) -> !G(prop_1)),True
10940,when possible ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),F(prop_1) & G(!prop_2),False
10941,"Record injured_victim and communicate the injured_hostile never coincide, yet one of them is always true.",G!(communicate_injured_hostile & record_injured_victim) & G(communicate_injured_hostile | record_injured_victim),G(!(record_injured_victim & communicate_injured_hostile)) & G(record_injured_victim | communicate_injured_hostile),True
10942,at some time ( prop_1 ) until forever ( prop_2 ),F(prop_1 U G prop_2),F(prop_1 U G prop_2),True
10943,it will not happen that a car enters and together a car starts and a sensor captures data,G!(car_enters & car_starts & sensor_captures_data),!(car_enters & (car_starts & sensor_captures_data)),False
10944,never ( prop_1 ) means that ( prop_2 ),G!prop_1 -> prop_2,G(!prop_1) <-> prop_2,False
10945,Visit street_2 at some point and continue staying there,FG street_2,F G street_2,True
10946,it is always true that either a sensor captures data or the engine breaks after a motorbike has started or the escalator speeds up,G((escalator_speeds_up | motorbike_has_started) -> G(engine_breaks | sensor_captures_data)),G(sensor_captures_data | (motorbike_has_started -> F engine_breaks) | escalator_speeds_up),False
10947,whenever seize pear or whenever tax apple,F seize_pear | F tax_apple,G(seize_pear | tax_apple),False
10948,at a certain moment a manager collect claims and together the semaphore is green and the train is crossing,F(manager_collect_claims & semaphore_is_green & train_is_crossing),F(manager_collect_claims & semaphore_is_green & train_is_crossing),True
10949,"Either keep (prop_1) being equivalent to (prop_3), or else make (prop_2) happen in the end .",(prop_1 <-> prop_3) | F prop_2,G(prop_1 <-> prop_3) | F prop_2,False
10950,"(prop_3) is equivalent to (prop_1), and at some point in the future, (prop_2) must happen.",(prop_1 <-> prop_3) & F prop_2,(prop_3 <-> prop_1) & F prop_2,True
10951,under no condition both a train derails and a semaphore is red,G!(semaphore_is_red & train_derails),G(!(train_derails & semaphore_is_red)),True
10952,Always be in locality 5 as you take package 5 from office 3 to office 6,G locality_5 & F(office_3 & F(p_package_5 & F(office_6 & pd))),G((p_package_5 & office_3) U (p_package_5 & office_6)) -> G(locality_5),False
10953,Go to house 5 and remain there indefinitely,FG house_5,F G house_5,True
10954,"Whenever deliver the umbrella to the shelf holds, eventually pickup the remote will hold.",G(deliver_umbrella_shelf -> F pickup_remote),G(deliver_umbrella_shelf -> F pickup_remote),True
10955,go_visit flag means that hold pear,go_visit_flag -> hold_pear,go_visit_flag -> hold_pear,True
10956,repeatedly go_to pear or at some time make_way_for tree,GF go_to_pear | F make_way_for_tree,GF go_to_pear | F make_way_for_tree,True
10957,"Globally, if get_help occurs then finally photo the car on northwest_6th_avenue happens.",G(get_help -> F photo_car_northwest_6th_avenue),G(get_help -> F photo_car_northwest_6th_avenue),True
10958,"Keep the condition where (prop_1) is equivalent to (prop_3) true, until the point when (prop_2) is not true anymore.",(prop_1 <-> prop_3) U !prop_2,(prop_1 <-> prop_3) U !prop_2,True
10959,"If ( prop_1 ) then ( prop_2 ) , or else ( prop_4 ) , and also ( prop_3 ) .",prop_3 & (prop_4 | (prop_1 -> prop_2)),((prop_1 -> prop_2) | prop_4) & prop_3,True
10960,when possible ( prop_1 ) or repeatedly ( prop_2 ),F(prop_1 | GF prop_2),F(prop_1) | GF(prop_2),True
10961,Ensure you stay in building 2 until you make your way to path 3,building_2 U path_3,building_2 U path_3,True
10962,"It is always the case that if ( prop_1 ) or ( prop_3 ) , then the following condition holds : ( prop_4 ) or instantly ( prop_2 ) .",G((prop_1 | prop_3) -> (prop_2 | prop_4)),G((prop_1 | prop_3) -> (prop_4 | X prop_2)),False
10963,"Until you reach the situation where (prop_3) is equivalent to (prop_1), either do (prop_4) or (prop_2) .",(prop_1 | prop_3) U (prop_2 <-> prop_4),(prop_4 | prop_2) U (prop_3 <-> prop_1),False
10964,Keep taking a picture of statue_4 and also keep visiting charger_4,GF(photo & statue_4) & GF charger_4,G(photo & statue_4 & charger_4),False
10965,Doing either (prop_2) or (prop_4) is equivalent to doing (prop_1) and (prop_3) .,(prop_2 | prop_4) <-> (prop_1 & prop_3),(prop_2 | prop_4) <-> (prop_1 & prop_3),True
10966,"The scenario at some point ( prop_2 ) happens, is equivalent to the scenario in which at least one of ( prop_3 ) or ( prop_1 ) happens .",(prop_1 | prop_3) <-> F prop_2,F prop_2 <-> (prop_3 | prop_1),True
10967,"If record gas_leak happens infinitely often, then so does avoid the active_flood.",GF record_gas_leak -> GF avoid_active_flood,GF record_gas_leak -> GF avoid_active_flood,True
10968,"If every get_help is eventually followed by change light_north yellow, then photo the cyclist on south_8th_avenue must occur infinitely often.",G(get_help -> F change_light_north_yellow) -> GF photo_cyclist_south_8th_avenue,(G(get_help -> F change_light_north_yellow)) -> GF photo_cyclist_south_8th_avenue,True
10969,Take brochure_3 from table_9 and move it to park_2,F(table_9 & F(p_brochure_3 & F(park_2 & pd))),F(p_brochure_3 & table_9 & F(p_brochure_3 & park_2)),False
10970,"Always have (prop_3), is equivalent to the scenario in which both ( prop_2 ) does not happen and ( prop_1 ) happens .",(prop_1 & !prop_2) <-> G prop_3,G(prop_3) <-> (!prop_2 & prop_1),True
