Index,Requirement,Ground Truth,Response,Equivalent
8959,in any case an elevator is open and together the train stops and the engine breaks,G(elevator_is_open & engine_breaks & train_stops),G(elevator_is_open & train_stops & engine_breaks),True
8960,"It is always the case that if ( prop_1 ) , then ( prop_2 ) and then this scenario will be keeping consistently in the future until the execution ends .",G(prop_1 -> G prop_2),G(prop_1 -> G(prop_2)),True
8961,"( prop_3 ) continues to happen until ( prop_4 ) happens, or ( prop_1 ) happens if and only if ( prop_2 ) happens.",(prop_1 <-> prop_2) | (prop_3 U prop_4),(prop_3 U prop_4) | (prop_1 <-> prop_2),True
8962,every time either the motorbike catches fire or the escalator speeds up then every time the semaphore is yellow,G((escalator_speeds_up | motorbike_catches_fire) -> G semaphore_is_yellow),G((motorbike_catches_fire | escalator_speeds_up) -> G(semaphore_is_yellow)),True
8963,"If (prop_2) happens all the time, then (prop_1) and (prop_3) should happen at the same time .",G prop_2 -> (prop_1 & prop_3),G(prop_2 ) -> F(prop_1 & prop_3 ),False
8964,"It is required that at a certain point ( prop_3 ) and ( prop_2 ) , or else ( prop_1 ) .",prop_1 | F(prop_2 & prop_3),F(prop_3 & prop_2) | prop_1,True
8965,never drop apple or at any time go_by waste basket,G!drop_apple | F go_by_waste_basket,G(!drop_apple) | G(go_by_waste_basket),False
8966,"If ( prop_2 ) then ( prop_3 ) , and ( prop_1 ) .",prop_1 & (prop_2 -> prop_3),G((prop_2 -> prop_3) & prop_1),False
8967,at some time spend_time_at tree until forever hold_on pear,F spend_time_at_tree U G hold_on_pear,F(spend_time_at_tree U G hold_on_pear),False
8968,"In the event that ( prop_2 ) then in response ultimately there will have to exist a certain time instant in the future before the end of the simulation , at which ( prop_1 ) , and before ( prop_3 ) .",G(prop_2 -> (prop_1 U prop_3)),G(prop_2 -> F(prop_1 & !prop_3)),False
8969,Eventually go to warehouse 3 and pick up package 2 and then go to house 1 to deliver the package and take a picture there.,F(warehouse_3 & F(p_package_2 & F(house_1 & pd & photo))),F(warehouse_3 & p_package_2 & F(house_1 & pd & photo)),False
8970,Ensure you do to intersection 4 before picking up cone 2,!p_cone_2 U intersection_4,!p_cone_2 U intersection_4,True
8971,"Globally , everytime when ( prop_3 ) , and ( prop_1 ) , then the condition that uninterruptedly ( prop_2 ) ought n't to be true .",G((prop_1 & prop_3) -> !G prop_2),G((prop_3 & prop_1) -> !G(prop_2)),True
8972,at some time ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),F(prop_1 ) & G(!prop_2 ),False
8973,"it never happens that the brake is released, the escalator speeds up and the train derails",G!(brake_is_released & escalator_speeds_up & train_derails),G(!(brake_is_released & escalator_speeds_up & train_derails)),True
8974,at some time ( prop_1 ) until always ( prop_2 ),F(prop_1 U G prop_2),F(prop_1 U G prop_2),True
8975,"Take a video of injured_rescuer and get_help never coincide, yet one of them is always true.",G!(get_help & record_injured_rescuer) & G(get_help | record_injured_rescuer),G(!(record_injured_rescuer & get_help) & (record_injured_rescuer | get_help)),True
8976,"when never ( prop_1 ) , ( prop_2 )",G!prop_1 -> prop_2,G(!prop_1 ) -> prop_2,True
8977,whenever withold apple until at some time visit house,F withold_apple U F visit_house,G(withold_apple U visit_house),False
8978,whenever the engine breaks or the semaphore is yellow then all the time the semaphore is yellow or the engine breaks,G((engine_breaks | semaphore_is_yellow) -> G(engine_breaks | semaphore_is_yellow)),G((engine_breaks | semaphore_is_yellow) -> G(semaphore_is_yellow | engine_breaks)),True
8979,"Take a picture of the person on north_1st_street must hold until geting help does, or else photo the person on north_1st_street holds forever.",(photo_person_north_1st_street U get_help) | G photo_person_north_1st_street,(photo_person_north_1st_street U get_help) | G(photo_person_north_1st_street),True
8980,"at a certain moment the bar is down and, at the same time, the semaphore is green and the motorbike has stopped",F(bar_is_down & motorbike_has_stopped & semaphore_is_green),F(bar_is_down & semaphore_is_green & motorbike_has_stopped),True
8981,"whenever the semaphore is yellow then eternally, both the engine stops and a bridge opens",G(semaphore_is_yellow -> G(bridge_opens & engine_stops)),G(semaphore_is_yellow -> G(engine_stops & bridge_opens)),True
8982,"It is required that (prop_2) is equivalent to (prop_1), and before the end (prop_3) should happen .",(prop_1 <-> prop_2) & F prop_3,G(prop_2 <-> prop_1) & F(prop_3),False
8983,The scenario in which ( prop_3 ) and ( prop_1 ) happen together is equivalent to the scenario in which ( prop_2 ) happens eventually.,(prop_1 & prop_3) <-> F prop_2,(prop_3 & prop_1) <-> F prop_2,True
8984,it will not happen that both the table is old and a semaphore is green,G!(semaphore_is_green & table_is_old),G(!(table_is_old & semaphore_is_green)),True
8985,"Whenever the scenario that ( prop_1 ) is detected then in response the transition action that ( prop_2 ) needs to take place at once , or ( prop_3 ) .",G(prop_1 -> (prop_2 | prop_3)),G(prop_1 -> (prop_2 | prop_3)),True
8986,Go to parking lot 3 and stay there,FG parking_lot_3,F(parking_lot_3 & G parking_lot_3),True
8987,The scenario in which either (prop_3) or (prop_1) happens is equivalent to the scenario in which (prop_2) happens at the end .,(prop_1 | prop_3) <-> F prop_2,(prop_3 | prop_1) <-> F prop_2,True
8988,Keep revisiting area_2 and capturing a photo,GF(area_2 & photo),G(F(area_2 & F(photo))),False
8989,repeatedly go_to waste basket or at some time contact flag,GF go_to_waste_basket | F contact_flag,GF(go_to_waste_basket ) | F(contact_flag ),True
8990,when possible make_contact_with house or at some time reach tree,F make_contact_with_house | F reach_tree,F(make_contact_with_house | reach_tree),True
8991,It is required that ( prop_2 ) is equivalent to ( prop_3 ) for some time period until ( prop_1 ) is no longer true .,(prop_2 <-> prop_3) U !prop_1,(prop_2 <-> prop_3) U (!prop_1),True
8992,"If ( prop_3 ) then ( prop_4 ) , or else ( prop_2 ) , and also ( prop_1 ) .",prop_1 & (prop_2 | (prop_3 -> prop_4)),G(((prop_3 -> prop_4) | prop_2) & prop_1),False
8993,at some time ( prop_1 ) or repeatedly ( prop_2 ),F(prop_1 | GF prop_2),F prop_1 | G prop_2,False
8994,Remain in street 6 before getting to intersection 8,street_6 U intersection_8,street_6 U intersection_8,True
8995,"In the case ( prop_3 ) or ( prop_1 ) then the following condition is true : at the same time instant ( prop_4 ) , or immediately ( prop_2 ) .",G((prop_1 | prop_3) -> (prop_2 | prop_4)),G((prop_3 | prop_1) -> (prop_4 | X prop_2)),False
8996,"If either (prop_4) or (prop_3) happens, then wait until (prop_1) is equivalent to (prop_2) .",(prop_3 | prop_4) U (prop_1 <-> prop_2),G((prop_4 | prop_3) -> ( ! (prop_1 <-> prop_2) U (prop_1 <-> prop_2) )),False
8997,"if at some time walk_to flag , repeatedly go_to pear",F walk_to_flag -> GF go_to_pear,G(walk_to_flag -> G(go_to_pear)),False
8998,During the interval that ( prop_2 ) and ( prop_3 ) then the following condition is true : ( prop_1 ) then this scenario must consistently keep in the future until the end of the simulation .,G((prop_2 & prop_3) -> G prop_1),F((prop_2 & prop_3) -> G(prop_1)),False
8999,"If deliver the tennis_racket to the shelf happens infinitely often, then so does get_help.",GF deliver_tennis_racket_shelf -> GF get_help,GF deliver_tennis_racket_shelf -> GF get_help,True
9000,"If every change light_east yellow is eventually followed by change light_north yellow, then change light_south red must occur infinitely often.",G(change_light_east_yellow -> F change_light_north_yellow) -> GF change_light_south_red,(G(change_light_east_yellow -> F change_light_north_yellow)) -> GF change_light_south_red,True
9001,Place bottle_3 in kitchen_4 after getting it from bedroom_2,F(bedroom_2 & F(p_bottle_3 & F(kitchen_4 & pd))),G((pd & p_bottle_3 & bedroom_2) -> F(pd & p_bottle_3 & kitchen_4)),False
9002,"For all time, (prop_2) is true if and only if (prop_3) is not true and (prop_1) is true.",(prop_1 & !prop_3) <-> G prop_2,G(prop_2 <-> (!prop_3 & prop_1)),False
9003,"(prop_2) is equivalent to (prop_1), or (prop_3) is equivalent to (prop_4) .",(prop_1 <-> prop_2) | (prop_3 <-> prop_4),G((prop_2 <-> prop_1) | (prop_3 <-> prop_4)),False
9004,( prop_1 ) until at any time ( prop_2 ),prop_1 U F prop_2,prop_1 U prop_2,False
9005,"as a semaphore is yellow, finally, both the sensor retrieves data and a sensor captures data",G(semaphore_is_yellow -> F(sensor_captures_data & sensor_retrieves_data)),G(semaphore_is_yellow -> F(sensor_retrieves_data & sensor_captures_data)),True
9006,whenever an elevator falls or the motorbike catches fire then it is going to happen that either the car stops or the escalator is blocked,G((elevator_falls | motorbike_catches_fire) -> F(car_stops | escalator_is_blocked)),G((elevator_falls | motorbike_catches_fire) -> F(car_stops | escalator_is_blocked)),True
9007,"Whenever deliver the banana to the shelf holds, search the tie holds as well.",G(deliver_banana_shelf -> search_tie),G(deliver_banana_shelf -> search_tie),True
9008,under no condition the house collapses and together the semaphore is broken and the house is built,G!(house_collapses & house_is_built & semaphore_is_broken),G(!(house_collapses & semaphore_is_broken & house_is_built)),True
9009,"If ( prop_2 ) and ( prop_1 ) , then ( prop_3 ) .",(prop_1 & prop_2) -> prop_3,G((prop_2 & prop_1) -> prop_3),False
9010,at some time ( prop_1 ) or never ( prop_2 ),F(prop_1 | G!prop_2),F prop_1 | G ! prop_2,False
9011,"when ( prop_1 ) , repeatedly ( prop_2 )",prop_1 -> GF prop_2,G(prop_1 -> G(F prop_2)),False
9012,"sooner or later either the sensor retrieves data or a manager collect claims and, it will happen that the train has arrived afterwards",G!(manager_collect_claims | sensor_retrieves_data) | F((manager_collect_claims | sensor_retrieves_data) & F train_has_arrived),F((sensor_retrieves_data | manager_collect_claims) & F(train_has_arrived)),False
9013,don't let_go orange or at any time migrate_to tree,!let_go_orange | F migrate_to_tree,G(!let_go_orange | G(!migrate_to_tree)),False
9014,if both the table has been moved and a motorbike has stopped then every time the semaphore is red and the brake is released,G((motorbike_has_stopped & table_has_been_moved) -> G(brake_is_released & semaphore_is_red)),G((table_has_been_moved & motorbike_has_stopped) -> G(semaphore_is_red & brake_is_released)),True
9015,at some time travel_to house until when possible shift_to flag,F travel_to_house U F shift_to_flag,F(travel_to_house U shift_to_flag),True
9016,"(prop_2) doesn't happen, and either (prop_1) or (prop_3) happens .",!prop_2 & (prop_1 | prop_3),G(!prop_2 & (prop_1 | prop_3)),False
9017,"Eventually, at bench_4, photo of it, and remain there",F(bench_4 & photo & G bench_4),F(bench_4 & photo & G(bench_4)),True
9018,if the bar has to be repaired or the engine breaks then at some point in time both the bar is down and an elevator is open,G((bar_has_to_be_repaired | engine_breaks) -> F(bar_is_down & elevator_is_open)),G((bar_has_to_be_repaired | engine_breaks) -> F(bar_is_down & elevator_is_open)),True
9019,"when never drop orange , venture_to trash can",G!drop_orange -> venture_to_trash_can,G(!drop_orange -> F venture_to_trash_can),False
9020,"eternally, the table is brown, a table has been moved and the house collapses",G(house_collapses & table_has_been_moved & table_is_brown),G(table_is_brown & table_has_been_moved & house_collapses),True
9021,"in the future the escalator is blocked or a table is old and, at some point the bar has to be repaired and a car stops afterwards",G!(escalator_is_blocked | table_is_old) | F((escalator_is_blocked | table_is_old) & F(bar_has_to_be_repaired & car_stops)),F((escalator_is_blocked | table_is_old) & F(bar_has_to_be_repaired & F(car_stops))),False
9022,( prop_1 ) until whenever ( prop_2 ),prop_1 U F prop_2,prop_1 U prop_2,False
9024,Ensure you eventually go to section 3 while avoiding hall 5 at all times,F section_3 & G!hall_5,F section_3 & G(! hall_5),True
9025,In the case the transition action that ( prop_1 ) happens then the following condition is true : without any delay ( prop_2 ) .,G(prop_1 -> prop_2),G(prop_1 -> X prop_2),False
9026,"Eventually (pickup crate 4, and after that, at park_1, deliver the crate, and remain in park_1 indefinitely)","F(""p_crate_4 "" & F(""park_1 "" & pd & G park_1))","F(""p_crate_4 "" & F(park_1 & pd & G park_1 ))",False
9027,Stay in parking_lot_9 until a picture of car_2 was taken,parking_lot_9 U (car_2 & photo),parking_lot_9 U (photo & car_2),True
9028,You must always have either photo the vehicle on south_1st_avenue or record the collision on south_6th_street.,G(photo_vehicle_south_1st_avenue | record_collision_south_6th_street),G(photo_vehicle_south_1st_avenue | record_collision_south_6th_street),True
9029,"Whenever deliver_aid the injured_rescuer and go_home are equal, go_home and deliver_aid the safe_hostile are equal as well.",G((deliver_aid_injured_rescuer <-> go_home) -> (deliver_aid_safe_hostile <-> go_home)),G(deliver_aid_injured_rescuer <-> go_home -> (go_home <-> deliver_aid_safe_hostile)),False
9030,( prop_1 ) or always ( prop_2 ),prop_1 | G prop_2,prop_1 | G prop_2,True
9031,repeatedly ( prop_1 ) and don't ( prop_2 ),G(!prop_2 & F prop_1),G(F prop_1) & G(! prop_2),True
9032,"If both (prop_1) and (prop_2) happen, then make sure (prop_3) is true all the time.",(prop_1 & prop_2) -> G prop_3,G((prop_1 & prop_2) -> G(prop_3)),False
9033,"Find the microwave and search the sheep never coincide, yet one of them is always true.",G!(search_microwave & search_sheep) & G(search_microwave | search_sheep),G(!(search_microwave & search_sheep) & (search_microwave | search_sheep)),True
9034,at any time pass_by waste receptacle and repeatedly go_to waste basket,F pass_by_waste_receptacle & GF go_to_waste_basket,G(pass_by_waste_receptacle -> GF go_to_waste_basket),False
9035,never ( prop_1 ) or when possible ( prop_2 ),G(!prop_1 | F prop_2),G(!prop_1 ) | G(prop_2 ),False
9036,when possible seize pear or pick_up orange,pick_up_orange | F seize_pear,G(seize_pear | pick_up_orange),False
9037,in the future a motorbike catches fire and the brake is pressed,F(brake_is_pressed & motorbike_catches_fire),F(motorbike_catches_fire & brake_is_pressed),True
9038,every time the sensor captures data then at some point in time either the bar has to be repaired or the escalator speeds up,G(sensor_captures_data -> F(bar_has_to_be_repaired | escalator_speeds_up)),G(sensor_captures_data -> F(bar_has_to_be_repaired | escalator_speeds_up)),True
9039,"If photo unsafe_person ever holds, avoid the active_gas_leak must have held beforehand.",F photo_unsafe_person -> (!photo_unsafe_person U (avoid_active_gas_leak & !photo_unsafe_person)),!photo_unsafe_person | F(avoid_active_gas_leak & F(photo_unsafe_person)),False
9040,"When pickup the boat happens, deliver the bear to the shelf must hold now or in the next step.",G(pickup_boat -> (deliver_bear_shelf | X deliver_bear_shelf)),G(pickup_boat -> (deliver_bear_shelf | X deliver_bear_shelf)),True
