pair_type,ltl,en
response_global,G(( elevator_falls | bar_is_closing ) -> F( semaphore_is_yellow | motorbike_has_stopped )),at some point in time either a semaphore is yellow or the motorbike has stopped after either an elevator falls or the bar is closing
response_global,G(( sensor_retrieves_data & escalator_moves ) -> F( elevator_falls & elevator_rises )),every time both a sensor retrieves data and the escalator moves then at some point an elevator falls and an elevator rises
response_global,G(( engine_breaks & constructor_creates_instances ) -> F( train_is_crossing & semaphore_is_yellow )),"after both the engine breaks and a constructor creates instances, at some point a train is crossing and a semaphore is yellow"
response_global,G(( manager_collect_claims & motorbike_has_started ) -> F( bridge_opens & bridge_closes )),whenever a manager collect claims and a motorbike has started then in the future both a bridge opens and the bridge closes
response_global,G(( house_is_open | bridge_closes ) -> F( semaphore_is_yellow & engine_starts )),if a house is open or the bridge closes then at some point in time the semaphore is yellow and the engine starts
response_global,G(( sensor_captures_data | constructor_instantiate_objects ) -> F( escalator_moves | train_has_arrived )),at some point in time the escalator moves or a train has arrived after a sensor captures data or the constructor instantiate objects
response_global,G(( brake_is_released | bar_is_down ) -> F( house_collapses & car_stops )),if the brake is released or the bar is down then at some point in time both the house collapses and a car stops
response_global,G(( elevator_falls & elevator_rises ) -> F( motorbike_catches_fire & motorbike_has_started )),if both an elevator falls and the elevator rises then at some point in time the motorbike catches fire and a motorbike has started
response_global,G(( motorbike_catches_fire & car_enters ) -> F( manager_handles_requests & table_is_brown )),it is going to happen that both the manager handles requests and the table is brown after a motorbike catches fire and the car enters
response_global,G(( semaphore_is_yellow & train_is_crossing ) -> F( car_enters | bar_is_up )),at some point either a car enters or the bar is up after both a semaphore is yellow and the train is crossing
response_global,G(( elevator_falls & house_is_built ) -> F( bar_is_down | house_is_open )),"whenever both the elevator falls and the house is built then finally, the bar is down or a house is open"
response_global,G(( manager_collect_claims & house_is_built ) -> F( sensor_captures_data & escalator_speeds_up )),if a manager collect claims and a house is built then it will happen that the sensor captures data and the escalator speeds up
response_global,G(( semaphore_is_yellow | motorbike_has_stopped ) -> F( semaphore_is_yellow & engine_starts )),whenever either a semaphore is yellow or the motorbike has stopped then in the future the semaphore is yellow and the engine starts
response_global,G(( elevator_rises | elevator_falls ) -> F( engine_breaks | bridge_closes )),"as an elevator rises or the elevator falls, finally, the engine breaks or the bridge closes"
response_global,G(( train_derails | escalator_moves ) -> F( escalator_speeds_up | engine_starts )),it will happen that the escalator speeds up or the engine starts after either the train derails or the escalator moves
response_global,G(( motorbike_catches_fire & car_enters ) -> F( motorbike_catches_fire | train_is_crossing )),every time both a motorbike catches fire and a car enters then sooner or later either the motorbike catches fire or the train is crossing
response_global,G(( bridge_closes & sensor_captures_data ) -> F( house_is_built & train_stops )),always when a bridge closes and the sensor captures data then at some point a house is built and the train stops
response_global,G(( house_is_built | motorbike_falls_down ) -> F( constructor_instantiate_objects & engine_stops )),whenever either a house is built or a motorbike falls down then sooner or later the constructor instantiate objects and the engine stops
response_global,G(( sensor_captures_data | constructor_instantiate_objects ) -> F( escalator_moves & semaphore_is_yellow )),always when a sensor captures data or a constructor instantiate objects then at some point in time the escalator moves and a semaphore is yellow
response_global,G(( escalator_moves & semaphore_is_yellow ) -> F( car_stops | elevator_falls )),sooner or later either a car stops or an elevator falls after both the escalator moves and a semaphore is yellow
response_global,G(( table_has_been_moved & escalator_is_blocked ) -> F( escalator_speeds_up | bar_has_to_be_repaired )),always when both a table has been moved and the escalator is blocked then in the future the escalator speeds up or the bar has to be repaired
response_global,G(( elevator_is_blocked | escalator_moves ) -> F( table_has_been_moved & escalator_is_blocked )),if either an elevator is blocked or the escalator moves then in the future both a table has been moved and the escalator is blocked
response_global,G(( train_is_crossing & semaphore_is_yellow ) -> F( semaphore_is_yellow | motorbike_has_stopped )),"after both a train is crossing and a semaphore is yellow, at a certain moment either a semaphore is yellow or the motorbike has stopped"
response_global,G(( motorbike_falls_down & train_stops ) -> F( escalator_moves | bar_is_closing )),"as a motorbike falls down and a train stops, in the future the escalator moves or the bar is closing"
response_global,G(( engine_starts | bar_has_to_be_repaired ) -> F( sensor_captures_data & escalator_speeds_up )),"eventually, the sensor captures data and the escalator speeds up after the engine starts or the bar has to be repaired"
response_global,G(( car_starts & engine_starts ) -> F( brake_is_released | semaphore_is_red )),"every time both a car starts and the engine starts then finally, either the brake is released or a semaphore is red"
response_global,G(( house_collapses | semaphore_is_red ) -> F( manager_collect_claims | manager_handles_requests )),every time either the house collapses or the semaphore is red then it will happen that a manager collect claims or the manager handles requests
