pair_type,ltl,en
response_global,G(( _glzBuGQoF ) -> F( gXEYBtIw | vaLtJhKGi )),"as _glzBuGQoF, it will happen that gXEYBtIw or vaLtJhKGi"
response_global,G(( fVUhnNApCPDLXeP ) -> F( AxvWAE )),"always when fVUhnNApCPDLXeP then finally, AxvWAE"
response_global,G(( WOcSaqChzUaly & iDhOOs ) -> F( uLZZcxPiCRcgky )),every time WOcSaqChzUaly and iDhOOs then it is going to happen that uLZZcxPiCRcgky
response_global,G(( kIoTEegQ ) -> F( dQIVBoZrMLQ | hPXLQIeSHfvEV )),always when kIoTEegQ then in the future either dQIVBoZrMLQ or hPXLQIeSHfvEV
response_global,G(( PnmvP & AyASqDdT ) -> F( MYUsw )),sooner or later MYUsw after both PnmvP and AyASqDdT
response_global,G(( Wd_GqpxD ) -> F( qZASuHjQ )),"whenever Wd_GqpxD then eventually, qZASuHjQ"
response_global,G(( OyZdYu | KwxVTbB ) -> F( RCdmjQLrap | NOlPcbTOGtchYc )),whenever either OyZdYu or KwxVTbB then sooner or later either RCdmjQLrap or NOlPcbTOGtchYc
response_global,G(( yJ_MbfPd ) -> F( uguFYBvbYAVkxlh & ASWfNCpa )),whenever yJ_MbfPd then in the future both uguFYBvbYAVkxlh and ASWfNCpa
response_global,G(( nVBQmSuMAwpDli | c_jiXDKMeahmxD ) -> F( AhVednnaTsGm )),"after either nVBQmSuMAwpDli or c_jiXDKMeahmxD, at a certain moment AhVednnaTsGm"
response_global,G(( ZGMSOC ) -> F( IiXZCgU & yYBpsgOnqMFq )),always when ZGMSOC then it will happen that both IiXZCgU and yYBpsgOnqMFq
response_global,G(( bZ_RcKpwycV | uKdfIJqbICbHmP ) -> F( HSHceKdKbozP )),every time bZ_RcKpwycV or uKdfIJqbICbHmP then it will happen that HSHceKdKbozP
response_global,G(( Uyvm_dSeWEa ) -> F( POpzbmGWuxaSIoa )),it will happen that POpzbmGWuxaSIoa after Uyvm_dSeWEa
response_global,G(( VfvOlkdkorOEQTC | KcRVXyaN ) -> F( UfzhpkAk )),"always when VfvOlkdkorOEQTC or KcRVXyaN then finally, UfzhpkAk"
response_global,G(( li_eYKIrUmBLZX ) -> F( aXgvZgAOlPuIEje )),always when li_eYKIrUmBLZX then at some point in time aXgvZgAOlPuIEje
response_global,G(( DYGjzgMkXeVDazY | KCF__Y ) -> F( xNDvGg & LeiuvgDyvGYQs )),"after either DYGjzgMkXeVDazY or KCF__Y, sooner or later both xNDvGg and LeiuvgDyvGYQs"
response_global,G(( wFQqfhbzDzD | gvcxOCsZmdy ) -> F( ajYWqlGlm_WI )),"as wFQqfhbzDzD or gvcxOCsZmdy, it will happen that ajYWqlGlm_WI"
response_global,G(( kCSnXLMr | QiOlynm ) -> F( xCTIEhwOdvSLq )),"always when either kCSnXLMr or QiOlynm then eventually, xCTIEhwOdvSLq"
response_global,G(( AygLiJagdV ) -> F( vCVdTtKUoljvAbA )),every time AygLiJagdV then it will happen that vCVdTtKUoljvAbA
response_global,G(( BPUkl_ ) -> F( KfjEjblgHfCECxJ | EphfGX )),whenever BPUkl_ then at some point KfjEjblgHfCECxJ or EphfGX
response_global,G(( dTBzHwAAbPSe ) -> F( jKgBagbN & sVeWB )),whenever dTBzHwAAbPSe then it will happen that jKgBagbN and sVeWB
response_global,G(( LjPhBItQ | RXUDHfobfQWfJl ) -> F( DgZHNSZom & QtEajDZmXP )),it will happen that both DgZHNSZom and QtEajDZmXP after either LjPhBItQ or RXUDHfobfQWfJl
response_global,G(( kuIfXd ) -> F( dwJsG & kQrmtg )),if kuIfXd then at some point in time dwJsG and kQrmtg
response_global,G(( gAdaAId ) -> F( jrXIvJWlcTG )),"as gAdaAId, finally, jrXIvJWlcTG"
response_global,G(( TkNxNuhtQnc ) -> F( SIdahgwH & syADgXpxdbMHWj )),"as TkNxNuhtQnc, at a certain moment SIdahgwH and syADgXpxdbMHWj"
response_global,G(( XjFxezf ) -> F( _wRQOEnmBYbx & JITRLB )),whenever XjFxezf then at some point in time _wRQOEnmBYbx and JITRLB
response_global,G(( PwclwWpDTIxfUrx & ytDqmYWBs ) -> F( tIEudkbphhgNe )),whenever both PwclwWpDTIxfUrx and ytDqmYWBs then in the future tIEudkbphhgNe
response_global,G(( Tt_bkVp ) -> F( mfuxgIxQDo )),at some point in time mfuxgIxQDo after Tt_bkVp
response_global,G(( t_UCipxuY | ozpYqwbpg ) -> F( osQVrLEx )),if t_UCipxuY or ozpYqwbpg then it is going to happen that osQVrLEx
response_global,G(( admlWQ | qAuoKLs ) -> F( NrzOWYMgbamH | cghgLYbYJb )),always when admlWQ or qAuoKLs then at some point NrzOWYMgbamH or cghgLYbYJb
response_global,G(( JPWfGDG ) -> F( SpZhBWZJ )),"every time JPWfGDG then finally, SpZhBWZJ"
response_global,G(( wOEIcOHCVP | fG_Ith ) -> F( RNOUVsC & iFIZlILefBrhh )),"as wOEIcOHCVP or fG_Ith, eventually, both RNOUVsC and iFIZlILefBrhh"
response_global,G(( XeIcdFEKbL ) -> F( vdKJE_XcDLESR & HDmhDLYoRhdgR )),"if XeIcdFEKbL then eventually, vdKJE_XcDLESR and HDmhDLYoRhdgR"
response_global,G(( qtvcYNAeESyH ) -> F( rpiHPXNw )),"as qtvcYNAeESyH, at a certain moment rpiHPXNw"
response_global,G(( ZhVCwfF ) -> F( iBcXpAAd | mKWegeggrytEjk )),every time ZhVCwfF then at some point in time iBcXpAAd or mKWegeggrytEjk
response_global,G(( uVjEa & DicGkHgbTbRFdV ) -> F( Aj_EfEuK )),"every time both uVjEa and DicGkHgbTbRFdV then eventually, Aj_EfEuK"
response_global,G(( ETMhq ) -> F( vQMXhCjOY_UQ | NHjugnoIpJ )),"after ETMhq, it will happen that vQMXhCjOY_UQ or NHjugnoIpJ"
response_global,G(( Tgm_bqbIINXztKE & nTb_liSRbRWzdF ) -> F( meuEg )),whenever both Tgm_bqbIINXztKE and nTb_liSRbRWzdF then it will happen that meuEg
response_global,G(( kWsWk | gXSsux ) -> F( kMtIqBr )),"after kWsWk or gXSsux, at some point kMtIqBr"
response_global,G(( DSpooK ) -> F( o_xqpofIl )),always when DSpooK then it will happen that o_xqpofIl
response_global,G(( VxtROVPxsQRo & vchR_NeFgRV ) -> F( jBNHmzPxuANYMA )),sooner or later jBNHmzPxuANYMA after VxtROVPxsQRo and vchR_NeFgRV
response_global,G(( suwOba ) -> F( XlYeSJzB )),"after suwOba, it will happen that XlYeSJzB"
response_global,G(( izct_DipI | mDrvTIogQe ) -> F( FXwykZWFgLV & hAihjjztxkDtBgS )),"as izct_DipI or mDrvTIogQe, it will happen that FXwykZWFgLV and hAihjjztxkDtBgS"
response_global,G(( lWCtbHsFlhsfx | kjWyUjDWFnAv ) -> F( WxlGJmlHEx_x & wxTyZq )),if lWCtbHsFlhsfx or kjWyUjDWFnAv then in the future WxlGJmlHEx_x and wxTyZq
response_global,G(( bAhzZQ ) -> F( ICoLBWaUGBF )),if bAhzZQ then it is going to happen that ICoLBWaUGBF
response_global,G(( uuGkqRHDbjbsUDU ) -> F( BLHTm )),sooner or later BLHTm after uuGkqRHDbjbsUDU
response_global,G(( prQwdV ) -> F( b_soWAQyt_B & mjAQZUPakQ )),"as prQwdV, at a certain moment both b_soWAQyt_B and mjAQZUPakQ"
response_global,G(( agBtgCy ) -> F( TlVWFSiiPzFw )),"after agBtgCy, at some point in time TlVWFSiiPzFw"
response_global,G(( QxtnNln ) -> F( qPpIsa )),"eventually, qPpIsa after QxtnNln"
response_global,G(( V_rIFervx | nCRDgdiwvpxiCHF ) -> F( vCqRHmpA | pUkpWM )),always when V_rIFervx or nCRDgdiwvpxiCHF then at some point in time either vCqRHmpA or pUkpWM
response_global,G(( onsUeNLCHYqW | Xogis ) -> F( _buRLFYlUOd )),always when either onsUeNLCHYqW or Xogis then at a certain moment _buRLFYlUOd
response_global,G(( GPFAdXmcpQW | QihhsCfApebwk ) -> F( hoZuE | WUqu_ )),"after GPFAdXmcpQW or QihhsCfApebwk, sooner or later either hoZuE or WUqu_"
response_global,G(( sI_UONKcIKd ) -> F( _JERKICSvVyOG | yRQwd )),"as sI_UONKcIKd, at some point either _JERKICSvVyOG or yRQwd"
response_global,G(( dFGvYqvNjIKJTxJ ) -> F( krsNxewoun )),always when dFGvYqvNjIKJTxJ then at some point krsNxewoun
response_global,G(( GdKyAcReRpcjOs ) -> F( yUWJXlT_C & RgdVjDIEBINryo )),whenever GdKyAcReRpcjOs then sooner or later both yUWJXlT_C and RgdVjDIEBINryo
response_global,G(( FrKzUPmfaNr ) -> F( aJYCT )),"as FrKzUPmfaNr, at a certain moment aJYCT"
response_global,G(( FiW_zWjNzkBToM ) -> F( LBNfhadbpiL | qdmbxaxL )),"eventually, either LBNfhadbpiL or qdmbxaxL after FiW_zWjNzkBToM"
response_global,G(( JfbWpLNK | UlQIVIoZKWwSAeo ) -> F( Jvkb_UIggOQ | eMdXiJPTGxIDOWv )),"as either JfbWpLNK or UlQIVIoZKWwSAeo, it will happen that Jvkb_UIggOQ or eMdXiJPTGxIDOWv"
response_global,G(( JiwIGln_JdQ ) -> F( AnailDkIgbL )),always when JiwIGln_JdQ then at some point in time AnailDkIgbL
response_global,G(( Oto_CBDVU_G_Nkl | tPCZzzoabgCT ) -> F( jzBbwCQpY_zCIPe & zMfogbfcFe )),it is going to happen that jzBbwCQpY_zCIPe and zMfogbfcFe after Oto_CBDVU_G_Nkl or tPCZzzoabgCT
response_global,G(( AVlqfDMFwt | RYYSikstybu ) -> F( Z_EGXkf )),whenever either AVlqfDMFwt or RYYSikstybu then at some point Z_EGXkf
response_global,G(( gCqNxI ) -> F( rwgIui & eoFClV )),always when gCqNxI then it is going to happen that both rwgIui and eoFClV
response_global,G(( qqHyjwRMIslp & FRxqihPKmDtCDs ) -> F( OhRfnbqhEfR | qJaQDIqsDJK )),always when both qqHyjwRMIslp and FRxqihPKmDtCDs then in the future OhRfnbqhEfR or qJaQDIqsDJK
response_global,G(( pdBfOmHahAXXgp ) -> F( LrwDDWutzTK & FYyEEMX )),"as pdBfOmHahAXXgp, finally, both LrwDDWutzTK and FYyEEMX"
response_global,G(( tildEWbUcUYqj | _SseMCCYwDSZtZ ) -> F( luBWZphHzzsTuB | ORIXBdys_ETY )),"after tildEWbUcUYqj or _SseMCCYwDSZtZ, at some point in time luBWZphHzzsTuB or ORIXBdys_ETY"
response_global,G(( DWwkrkML & DWymSJJbSl ) -> F( SfLxDpAChazzctW | AfqjSNpM )),"after DWwkrkML and DWymSJJbSl, sooner or later SfLxDpAChazzctW or AfqjSNpM"
response_global,G(( RIBFs | snvqZFWXhkOBF_ ) -> F( JGRDG )),"as either RIBFs or snvqZFWXhkOBF_, eventually, JGRDG"
response_global,G(( zkgBszvupM_K & kUiHpsPpId ) -> F( iRsTm | lXwGujtatMbr )),"after both zkgBszvupM_K and kUiHpsPpId, it is going to happen that iRsTm or lXwGujtatMbr"
response_global,G(( mXDVRT ) -> F( xJnIDAmxhkKXpM )),always when mXDVRT then it is going to happen that xJnIDAmxhkKXpM
response_global,G(( BFPftuSpupJG ) -> F( AQ_YTMvRWLhqaUV )),if BFPftuSpupJG then at a certain moment AQ_YTMvRWLhqaUV
response_global,G(( reBGBNZLR ) -> F( jKioowMdfnFHY | wrHdpYmMQXG )),"after reBGBNZLR, at some point in time either jKioowMdfnFHY or wrHdpYmMQXG"
response_global,G(( lZMbBmXQg_ ) -> F( hrMY_mJvWo )),if lZMbBmXQg_ then in the future hrMY_mJvWo
response_global,G(( kwUGRcwGEjLk | kdUYxnORPkyJ ) -> F( UEYLWWhRgYhBv | aHqrMkNAX )),if either kwUGRcwGEjLk or kdUYxnORPkyJ then it is going to happen that either UEYLWWhRgYhBv or aHqrMkNAX
response_global,G(( mbFpSra & UyBOcHVGvAlznrM ) -> F( ohelMdmoDjQKXaL & uHPvSHldOjdU )),every time both mbFpSra and UyBOcHVGvAlznrM then at some point in time ohelMdmoDjQKXaL and uHPvSHldOjdU
response_global,G(( BQSubTJPMLEkEc ) -> F( SXxHXORV )),every time BQSubTJPMLEkEc then in the future SXxHXORV
response_global,G(( uXNNs ) -> F( AbsADXEbFXbNK & WSScuYo )),every time uXNNs then at some point in time AbsADXEbFXbNK and WSScuYo
response_global,G(( aVzEVpZzq | HdomPKJazyPS ) -> F( GxHclHgdyYpCE & hjqZQMQFEQKINpz )),always when either aVzEVpZzq or HdomPKJazyPS then in the future both GxHclHgdyYpCE and hjqZQMQFEQKINpz
response_global,G(( KbWlNLb ) -> F( jPsRiT | eGwlVzz )),whenever KbWlNLb then at some point either jPsRiT or eGwlVzz
response_global,G(( eNCxYcGPZNgjbC | UgdcdAbDyL_XEkS ) -> F( pTldD )),"if either eNCxYcGPZNgjbC or UgdcdAbDyL_XEkS then eventually, pTldD"
response_global,G(( FgW_Rch ) -> F( PVSIFH | mkpDPgVhMJIrMkz )),at some point in time PVSIFH or mkpDPgVhMJIrMkz after FgW_Rch
response_global,G(( Amgazy & nJJsIIyI_OQjmSa ) -> F( GcrBNFueUpxt )),whenever Amgazy and nJJsIIyI_OQjmSa then sooner or later GcrBNFueUpxt
response_global,G(( fPRxJ | wwxWpCf ) -> F( VyYTJWmox & DKyoNoEVdlYBTk )),"if fPRxJ or wwxWpCf then eventually, both VyYTJWmox and DKyoNoEVdlYBTk"
response_global,G(( TeWGS | IeyAuJuvUD ) -> F( tbWwrE | YjwVAYJjVPsoMh )),always when either TeWGS or IeyAuJuvUD then at a certain moment tbWwrE or YjwVAYJjVPsoMh
response_global,G(( dQSiObllbVm_ & sPPJSvxAvI ) -> F( HmvHuuepGr | wmscZxXuiOCsBvg )),"as dQSiObllbVm_ and sPPJSvxAvI, finally, HmvHuuepGr or wmscZxXuiOCsBvg"
response_global,G(( RUUgyPMp ) -> F( EfoMEkwzBwQ )),at a certain moment EfoMEkwzBwQ after RUUgyPMp
response_global,G(( AwiTJXL ) -> F( rCZbwMmgDm & Gxqx_zNs )),every time AwiTJXL then in the future rCZbwMmgDm and Gxqx_zNs
response_global,G(( oXTjNXWod_ & xOMlzURkmWcn ) -> F( gAfiTbDLAMgMB )),"after oXTjNXWod_ and xOMlzURkmWcn, finally, gAfiTbDLAMgMB"
response_global,G(( KhTcVIvAkgw ) -> F( XUWcmCXWKeBOmY )),if KhTcVIvAkgw then in the future XUWcmCXWKeBOmY
response_global,G(( NLqLHYJd ) -> F( zqeMoPUxEQQy_rp )),if NLqLHYJd then it is going to happen that zqeMoPUxEQQy_rp
response_global,G(( pZxbZHmKg ) -> F( pRdFqOcwjmtW & AoRvalfTfx )),"every time pZxbZHmKg then finally, both pRdFqOcwjmtW and AoRvalfTfx"
response_global,G(( oBZppKb | CAewVXmouqy ) -> F( wDtiRpLLubA & QfvWGWUod )),if oBZppKb or CAewVXmouqy then at some point in time both wDtiRpLLubA and QfvWGWUod
response_global,G(( FhhsCxyqWNe ) -> F( QHDCobqVRar )),"as FhhsCxyqWNe, in the future QHDCobqVRar"
response_global,G(( lXoOwxFONogeT ) -> F( bWTB_pwedL & TXrDmH )),it will happen that bWTB_pwedL and TXrDmH after lXoOwxFONogeT
response_global,G(( UKXbHISdei_fYu ) -> F( dlLgigeLNnuRgc )),"if UKXbHISdei_fYu then finally, dlLgigeLNnuRgc"
response_global,G(( bhFNIgJPc & JAyAuMQaH_bu ) -> F( zntfgWd )),whenever both bhFNIgJPc and JAyAuMQaH_bu then at some point in time zntfgWd
response_global,G(( yhPRajTrtVvJ | ufEdhTie ) -> F( tucVYiuJRvPF )),"after yhPRajTrtVvJ or ufEdhTie, at a certain moment tucVYiuJRvPF"
response_global,G(( TnfsZa ) -> F( RSIaBdTC | CeBhMrjBFMG_xap )),every time TnfsZa then at some point either RSIaBdTC or CeBhMrjBFMG_xap
response_global,G(( _NxlZLJFdH_Q & GQOjgiS_oyILt ) -> F( EcbzdZwXRXrkx )),if _NxlZLJFdH_Q and GQOjgiS_oyILt then sooner or later EcbzdZwXRXrkx
response_global,G(( RFFKsj ) -> F( mEAQvno | RORnHhxTL )),if RFFKsj then sooner or later either mEAQvno or RORnHhxTL
response_global,G(( gnNpr ) -> F( PXxUDCHgFvCYn )),whenever gnNpr then it is going to happen that PXxUDCHgFvCYn
response_global,G(( N_bUieDIU | OJBrzfplUCy ) -> F( yWzcMDpbtebZtM )),"as either N_bUieDIU or OJBrzfplUCy, at some point in time yWzcMDpbtebZtM"
response_global,G(( zOvHe ) -> F( hBBjzUDfWxBU & FveSi_cQT )),"as zOvHe, sooner or later hBBjzUDfWxBU and FveSi_cQT"
response_global,G(( LZNeuIjUraRA ) -> F( ipKsnVGNH | lTUFHE )),"as LZNeuIjUraRA, eventually, either ipKsnVGNH or lTUFHE"
response_global,G(( dfGuPy_TowLYvkY & cqwyUYBGI ) -> F( rAiIjh )),every time both dfGuPy_TowLYvkY and cqwyUYBGI then it will happen that rAiIjh
response_global,G(( EUFxjQQ ) -> F( eKqvHNoTyK )),"as EUFxjQQ, eventually, eKqvHNoTyK"
response_global,G(( aSuWaH ) -> F( VVtKgy | ZuMKIruWJqFlWDs )),"as aSuWaH, in the future either VVtKgy or ZuMKIruWJqFlWDs"
response_global,G(( _sMRFlQueIqdnhB & MXrdt ) -> F( gYfao & jkmIbvuxLFr )),"every time both _sMRFlQueIqdnhB and MXrdt then eventually, gYfao and jkmIbvuxLFr"
response_global,G(( bczJB | NWcSfYpYQrKZ ) -> F( OGkSjf | XaFNjAUbOOob )),always when bczJB or NWcSfYpYQrKZ then it is going to happen that either OGkSjf or XaFNjAUbOOob
response_global,G(( lSv_LALUDhYriRZ ) -> F( Qvv_dR & vcomvZYuwLqdHrG )),every time lSv_LALUDhYriRZ then at a certain moment Qvv_dR and vcomvZYuwLqdHrG
response_global,G(( hvHcucwHiVvtJW ) -> F( JRuoKpnXKGcNf )),every time hvHcucwHiVvtJW then it will happen that JRuoKpnXKGcNf
response_global,G(( tgXbpsi | jsnGnAWeULW ) -> F( zuJbv )),"every time tgXbpsi or jsnGnAWeULW then finally, zuJbv"
response_global,G(( nemPx ) -> F( BNfJyJOQbsITTgp )),at some point BNfJyJOQbsITTgp after nemPx
response_global,G(( PftPZ_sYSMpc & GIZNwpWCz ) -> F( cdBlwbDEHN )),at a certain moment cdBlwbDEHN after PftPZ_sYSMpc and GIZNwpWCz
response_global,G(( ExFLC ) -> F( tyJi_A & oYpops )),it is going to happen that tyJi_A and oYpops after ExFLC
response_global,G(( XZXDvZoHiE ) -> F( deYQD )),every time XZXDvZoHiE then it is going to happen that deYQD
response_global,G(( iBmVpnLEzYZM & EqmkGgSegkIIPn ) -> F( LCoVaUS )),at a certain moment LCoVaUS after iBmVpnLEzYZM and EqmkGgSegkIIPn
response_global,G(( HpADREn | FxTSiF ) -> F( rbc_gWSfVwgZZde )),"after either HpADREn or FxTSiF, at some point in time rbc_gWSfVwgZZde"
response_global,G(( I_sqW_EDzKe ) -> F( GHPkFTwp | DcyBlNVQIL )),at some point in time either GHPkFTwp or DcyBlNVQIL after I_sqW_EDzKe
response_global,G(( IjpCaZA ) -> F( XqnJcpFrm & bXKdqOVBLfQgAo )),"every time IjpCaZA then finally, XqnJcpFrm and bXKdqOVBLfQgAo"
response_global,G(( GxRfX ) -> F( hqYBWxrRz & BwxlNyGkY )),"as GxRfX, it is going to happen that both hqYBWxrRz and BwxlNyGkY"
response_global,G(( MRRIFhDAUsE & WdRFpaW ) -> F( MeODSTJnBc )),"as both MRRIFhDAUsE and WdRFpaW, eventually, MeODSTJnBc"
response_global,G(( tQmBghiK ) -> F( GiqllBqmNr )),every time tQmBghiK then in the future GiqllBqmNr
response_global,G(( KxPEgGoK ) -> F( HHVCNVPl & aXfTK_fLyuiXOpH )),"after KxPEgGoK, at some point HHVCNVPl and aXfTK_fLyuiXOpH"
response_global,G(( prbN_mhJEJ_t ) -> F( GpJTT | qPBQARS )),"after prbN_mhJEJ_t, it will happen that either GpJTT or qPBQARS"
response_global,G(( nvFtBwn ) -> F( wCMAQ_rhTOXszhM | zAjwDKyUSVOL )),"after nvFtBwn, finally, wCMAQ_rhTOXszhM or zAjwDKyUSVOL"
response_global,G(( RC_TU ) -> F( tSPkhFpcxyNQGm )),whenever RC_TU then at some point tSPkhFpcxyNQGm
response_global,G(( eWJUBmnOZ | FvRwxTBDbPnNpdG ) -> F( bjpddaRR_NmZx )),"always when eWJUBmnOZ or FvRwxTBDbPnNpdG then eventually, bjpddaRR_NmZx"
response_global,G(( woJQSOplw ) -> F( JDlCcR_rPGdN )),if woJQSOplw then sooner or later JDlCcR_rPGdN
response_global,G(( FAlSDGJwcYxsTa & EkUwtIgRYF ) -> F( GcPCshG )),"as both FAlSDGJwcYxsTa and EkUwtIgRYF, at a certain moment GcPCshG"
response_global,G(( szNET ) -> F( WOwnc )),"as szNET, at some point in time WOwnc"
response_global,G(( _uAtti | heKoOgiFouYAba ) -> F( YRfHbmoAfUc )),"eventually, YRfHbmoAfUc after _uAtti or heKoOgiFouYAba"
response_global,G(( FAnYsQVEnDN ) -> F( CZfAcYdosq & abxHGJMqYxwXhrZ )),if FAnYsQVEnDN then in the future both CZfAcYdosq and abxHGJMqYxwXhrZ
response_global,G(( ODSFqHIwo ) -> F( _JDOXaPMDMTtcA )),"as ODSFqHIwo, it will happen that _JDOXaPMDMTtcA"
response_global,G(( kBeVJXT ) -> F( FKJFuCH )),"after kBeVJXT, at some point in time FKJFuCH"
response_global,G(( qRb_pX ) -> F( lNzSUFBJqy )),"as qRb_pX, it is going to happen that lNzSUFBJqy"
response_global,G(( tYPSU ) -> F( cOxrHhDvK )),"whenever tYPSU then finally, cOxrHhDvK"
response_global,G(( xPqqnMQSHIpmcAY ) -> F( WtAlMFBu | coApT )),"whenever xPqqnMQSHIpmcAY then eventually, either WtAlMFBu or coApT"
response_global,G(( wTjidhIMafB & otlJvmDSFFPSFIW ) -> F( ocyOHmYLWp )),at some point ocyOHmYLWp after both wTjidhIMafB and otlJvmDSFFPSFIW
response_global,G(( QzLkDtsRTosGR ) -> F( rrXuDR_Fi )),"after QzLkDtsRTosGR, at some point in time rrXuDR_Fi"
response_global,G(( KK_GyeGgq ) -> F( AjnwTG )),"if KK_GyeGgq then finally, AjnwTG"
response_global,G(( VANAotRJVP | KXloZKYwYDCF ) -> F( vnteXatlplT_ )),"if either VANAotRJVP or KXloZKYwYDCF then finally, vnteXatlplT_"
response_global,G(( RBvNLrLrWeS ) -> F( LsWwpwliZKu )),"as RBvNLrLrWeS, at some point in time LsWwpwliZKu"
response_global,G(( CMCROoHqBv & UFudZmnRwA ) -> F( M_JPRhEeiVBxliH & IXocoidnQQvRb )),"whenever CMCROoHqBv and UFudZmnRwA then eventually, both M_JPRhEeiVBxliH and IXocoidnQQvRb"
response_global,G(( vnERfri ) -> F( LHOfK )),it will happen that LHOfK after vnERfri
response_global,G(( elVkbOCUQO | SnNQQIs ) -> F( wMDp_IniHnoNwbE )),"always when either elVkbOCUQO or SnNQQIs then finally, wMDp_IniHnoNwbE"
response_global,G(( MYPQJGDcHW | kJJUZtKNoF ) -> F( wMfdhYtmMZKjas | tRVTQptEt )),always when MYPQJGDcHW or kJJUZtKNoF then at some point in time either wMfdhYtmMZKjas or tRVTQptEt
response_global,G(( TNcWgVFNCyFl & MLyFFjMceqm ) -> F( XcoCXuMmZ_K )),"finally, XcoCXuMmZ_K after TNcWgVFNCyFl and MLyFFjMceqm"
response_global,G(( WzUWnWB | naaDXzaNpJcH ) -> F( EXUDzEXSYJj )),if WzUWnWB or naaDXzaNpJcH then at some point EXUDzEXSYJj
response_global,G(( ysQgzPuO ) -> F( QLnkNzvrxYVlFO )),"after ysQgzPuO, finally, QLnkNzvrxYVlFO"
response_global,G(( g_biKpf ) -> F( mNRhF & gPvgsNxMr )),"after g_biKpf, sooner or later both mNRhF and gPvgsNxMr"
response_global,G(( SaCsW ) -> F( hIsPzoJ )),at some point in time hIsPzoJ after SaCsW
response_global,G(( ZfyDCTLPHybID & YWEXSJGIZ ) -> F( nLVGgGFeSobMvl )),always when ZfyDCTLPHybID and YWEXSJGIZ then sooner or later nLVGgGFeSobMvl
response_global,G(( hceBJLil ) -> F( _zrUiNLGDHZar | DEzwkqoHM )),whenever hceBJLil then at some point in time either _zrUiNLGDHZar or DEzwkqoHM
response_global,G(( pXcqcsbTHW & FNsEmHlA ) -> F( SnweQjo )),if both pXcqcsbTHW and FNsEmHlA then at some point in time SnweQjo
response_global,G(( FIbLItAtLrTqgrl & FAbJYMelCfgviLk ) -> F( OqDRbILXyYugJBO )),every time FIbLItAtLrTqgrl and FAbJYMelCfgviLk then in the future OqDRbILXyYugJBO
response_global,G(( bSUSVswrTJIAD ) -> F( WW_oOtSIzT )),if bSUSVswrTJIAD then in the future WW_oOtSIzT
response_global,G(( BPaNugvmfpxqzx | QCijokyWsxuGK ) -> F( GWNwDLlqtyH & eDMEpB )),whenever BPaNugvmfpxqzx or QCijokyWsxuGK then it is going to happen that both GWNwDLlqtyH and eDMEpB
response_global,G(( DRgmVVAq & aJymk_PfZ ) -> F( YvYvawmw )),"after both DRgmVVAq and aJymk_PfZ, in the future YvYvawmw"
response_global,G(( EZaiRrVSLrNDjDn ) -> F( aqoNVWGgDe_DXF | yMGcnpKbuaGgZs )),"after EZaiRrVSLrNDjDn, in the future either aqoNVWGgDe_DXF or yMGcnpKbuaGgZs"
response_global,G(( HcOhsRpRyjQW & duahwfO ) -> F( bvczIlRMhjvgl & gVQmgVuho_u )),it is going to happen that both bvczIlRMhjvgl and gVQmgVuho_u after both HcOhsRpRyjQW and duahwfO
response_global,G(( RmPXhhMjkGdnL ) -> F( cDMExJKfTdxD & UHpoEWqIdInFhF )),whenever RmPXhhMjkGdnL then at some point both cDMExJKfTdxD and UHpoEWqIdInFhF
response_global,G(( XBwqDzqsFWMX ) -> F( lkz_A_H_lR & WVlJXZExrHQJUYh )),at some point both lkz_A_H_lR and WVlJXZExrHQJUYh after XBwqDzqsFWMX
response_global,G(( WUyeui_qAZT & veEfcjoZZ ) -> F( ocHufR_ )),"finally, ocHufR_ after both WUyeui_qAZT and veEfcjoZZ"
response_global,G(( LsMjiOJTEK ) -> F( zxsuIbmod )),in the future zxsuIbmod after LsMjiOJTEK
response_global,G(( PDDpgtffvQ | ZMBWHzUsU ) -> F( ZISqEKp )),"as PDDpgtffvQ or ZMBWHzUsU, in the future ZISqEKp"
response_global,G(( dvakXESIKB | rGHAr ) -> F( RkotsHXCV & UPxlIjCJ )),"after either dvakXESIKB or rGHAr, at some point in time RkotsHXCV and UPxlIjCJ"
response_global,G(( mcrpBDPeqETcuGW ) -> F( oScXaVk & uDGmpFTrpQDQa )),always when mcrpBDPeqETcuGW then at a certain moment both oScXaVk and uDGmpFTrpQDQa
response_global,G(( Hatmp ) -> F( AdFJqgKqroL | nmmSDxRX )),whenever Hatmp then it will happen that either AdFJqgKqroL or nmmSDxRX
response_global,G(( yhkiZe & CmspXLFZKMBO ) -> F( PtZCgTgHwdTo | PMSpXlVSuHvGHNC )),"as yhkiZe and CmspXLFZKMBO, at some point PtZCgTgHwdTo or PMSpXlVSuHvGHNC"
response_global,G(( bzlUyxxDRRSYRax ) -> F( pxpqa_af_Zv )),it will happen that pxpqa_af_Zv after bzlUyxxDRRSYRax
response_global,G(( rIsFxBEeKhhCA ) -> F( MtOeIcElmspIN_o )),every time rIsFxBEeKhhCA then sooner or later MtOeIcElmspIN_o
response_global,G(( EVCvUq | AaGoclBVMGfAkVy ) -> F( c_vUAk & zzoZsDSsZPQP )),"always when EVCvUq or AaGoclBVMGfAkVy then eventually, c_vUAk and zzoZsDSsZPQP"
